timestamp,driveSystem_actualSpeed,localization_Roll,driveSystem_hydraulicBrakePressure,localization_Pitch
2025-09-25 08:14:43.311072,1.20271815381,0.3465,0.0,0.0
2025-09-25 08:14:43.392131,1.20271815381,0.3465,0.0,0.0
2025-09-25 08:14:43.473833,1.20271815381,0.3465,0.0,0.0
2025-09-25 08:14:43.554304,1.12797295781,0.2695,0.0,0.0
2025-09-25 08:14:43.635503,1.12797295781,0.2695,0.0,0.0
2025-09-25 08:14:43.717785,1.31370344484,0.11,0.0,0.0
2025-09-25 08:14:43.798568,1.31370344484,0.11,0.0,0.0
2025-09-25 08:14:43.879857,1.31370344484,0.11,0.0,0.0
2025-09-25 08:14:43.960865,1.046432744,-0.0165,0.0,0.0
2025-09-25 08:14:44.042867,1.046432744,-0.0165,0.0,0.0
2025-09-25 08:14:44.125164,1.18912811818,-0.2035,0.0,0.0
2025-09-25 08:14:44.205917,1.18912811818,-0.2035,0.0,0.0
2025-09-25 08:14:44.287155,1.18912811818,-0.2035,0.0,0.0
2025-09-25 08:14:44.368133,1.06681779745,-0.2035,0.0,0.0
2025-09-25 08:14:44.449704,1.06681779745,-0.2035,0.0,0.0
2025-09-25 08:14:44.530621,1.03737272024,-0.55,0.0,0.0
2025-09-25 08:14:44.611429,1.03737272024,-0.55,0.0,0.0
2025-09-25 08:14:44.692254,1.03737272024,-0.55,0.0,0.0
2025-09-25 08:14:44.773081,1.05096275588,-0.6545,0.0,0.0
2025-09-25 08:14:44.853886,1.05096275588,-0.6545,0.0,0.0
2025-09-25 08:14:44.934732,0.577576514543,-0.715,0.0,0.0
2025-09-25 08:14:45.015618,0.577576514543,-0.715,0.0,0.0
2025-09-25 08:14:45.096602,0.577576514543,-0.715,0.0,0.0
2025-09-25 08:14:45.177732,0.874292292603,-0.8305,0.0,0.0
2025-09-25 08:14:45.259599,0.874292292603,-0.8305,0.0,0.0
2025-09-25 08:14:45.341699,0.867497274785,-1.0725,0.0,0.0
2025-09-25 08:14:45.423910,0.867497274785,-1.0725,0.0,0.0
2025-09-25 08:14:45.504544,0.867497274785,-1.0725,0.0,0.0
2025-09-25 08:14:45.585553,0.908267381694,-1.111,0.0,0.0
2025-09-25 08:14:45.666311,0.908267381694,-1.111,0.0,0.0
2025-09-25 08:14:45.747052,0.906002375754,-1.111,0.0,0.0
2025-09-25 08:14:45.827991,0.906002375754,-1.111,0.0,0.0
2025-09-25 08:14:45.910900,0.906002375754,-1.111,0.0,0.0
2025-09-25 08:14:45.992496,0.926387429209,-1.1495,0.0,0.0
2025-09-25 08:14:46.076344,0.926387429209,-1.1495,0.0,0.0
2025-09-25 08:14:46.158130,0.903737369815,-1.221,0.0,0.0
2025-09-25 08:14:46.239993,0.903737369815,-1.221,0.0,0.0
2025-09-25 08:14:46.320789,0.899207357936,-1.2925,0.0,0.0
2025-09-25 08:14:46.402731,0.899207357936,-1.2925,0.0,0.0
2025-09-25 08:14:46.483740,0.899207357936,-1.2925,0.0,0.0
2025-09-25 08:14:46.565068,0.962627524239,-1.298,0.0,0.0
2025-09-25 08:14:46.645597,0.962627524239,-1.298,0.0,0.0
2025-09-25 08:14:46.726299,0.939977464845,-1.4135,0.0,0.0
2025-09-25 08:14:46.807163,0.939977464845,-1.4135,0.0,0.0
2025-09-25 08:14:46.889183,0.939977464845,-1.4135,0.0,0.0
2025-09-25 08:14:46.970293,0.99660261333,-1.408,0.0,0.0
2025-09-25 08:14:47.050833,0.99660261333,-1.408,0.0,0.0
2025-09-25 08:14:47.132333,0.949037488603,-1.441,0.0,0.0
2025-09-25 08:14:47.213694,0.949037488603,-1.441,0.0,0.0
2025-09-25 08:14:47.295122,0.949037488603,-1.441,0.0,0.0
2025-09-25 08:14:47.377593,0.962627524239,-1.43,0.0,0.0
2025-09-25 08:14:47.458245,0.962627524239,-1.43,0.0,0.0
2025-09-25 08:14:47.539218,0.992072601451,-1.375,0.0,0.0
2025-09-25 08:14:47.620262,0.992072601451,-1.375,0.0,0.0
2025-09-25 08:14:47.701462,0.992072601451,-1.375,0.0,0.0
2025-09-25 08:14:47.782363,1.03737272024,-1.4135,0.0,0.0
2025-09-25 08:14:47.863007,1.03737272024,-1.4135,0.0,0.0
2025-09-25 08:14:47.943757,1.03737272024,-1.4135,0.0,0.0
2025-09-25 08:14:48.024828,1.03737272024,-1.4135,0.0,0.0
2025-09-25 08:14:48.105436,1.03737272024,-1.4135,0.0,0.0
2025-09-25 08:14:48.186370,1.06681779745,-1.3145,0.0,0.0
2025-09-25 08:14:48.267613,1.06681779745,-1.3145,0.0,0.0
2025-09-25 08:14:48.350546,1.10079288654,-1.243,0.0,0.0
2025-09-25 08:14:48.432767,1.10079288654,-1.243,0.0,0.0
2025-09-25 08:14:48.515422,1.10079288654,-1.243,0.0,0.0
2025-09-25 08:14:48.596906,1.11438292218,-1.32,0.0,0.0
2025-09-25 08:14:48.678712,1.11438292218,-1.32,0.0,0.0
2025-09-25 08:14:48.759456,1.11664792812,-1.3695,0.0,0.0
2025-09-25 08:14:48.841632,1.11664792812,-1.3695,0.0,0.0
2025-09-25 08:14:48.924146,1.15741803503,-1.364,0.0,0.0
2025-09-25 08:14:49.005180,1.15741803503,-1.364,0.0,0.0
2025-09-25 08:14:49.085942,1.15741803503,-1.364,0.0,0.0
2025-09-25 08:14:49.166916,1.10758790436,-1.2595,0.0,0.0
2025-09-25 08:14:49.248098,1.10758790436,-1.2595,0.0,0.0
2025-09-25 08:14:49.329979,1.09399786872,-1.331,0.0,0.0
2025-09-25 08:14:49.411307,1.09399786872,-1.331,0.0,0.0
2025-09-25 08:14:49.493134,1.09399786872,-1.331,0.0,0.0
2025-09-25 08:14:49.574600,1.10079288654,-1.518,1.0,0.0
2025-09-25 08:14:49.655177,1.10079288654,-1.518,1.0,0.0
2025-09-25 08:14:49.735833,0.819932150058,-1.628,30.0,0.0
2025-09-25 08:14:49.816493,0.819932150058,-1.628,30.0,0.0
2025-09-25 08:14:49.898493,0.819932150058,-1.628,30.0,0.0
2025-09-25 08:14:49.980778,0.740656942179,-1.6335,6.0,0.0
2025-09-25 08:14:50.061683,0.740656942179,-1.6335,6.0,0.0
2025-09-25 08:14:50.142439,0.688561805573,-1.661,23.0,0.0
2025-09-25 08:14:50.224645,0.688561805573,-1.661,23.0,0.0
2025-09-25 08:14:50.306538,0.688561805573,-1.661,23.0,0.0
2025-09-25 08:14:50.389485,0.527746383877,-1.7105,10.0,0.0
2025-09-25 08:14:50.470456,0.527746383877,-1.7105,10.0,0.0
2025-09-25 08:14:50.552592,0.342015896847,-1.7435,14.0,0.0
2025-09-25 08:14:50.634423,0.342015896847,-1.7435,14.0,0.0
2025-09-25 08:14:50.715885,0.342015896847,-1.7435,14.0,0.0
2025-09-25 08:14:50.797363,0.231030605817,-1.0285,12.0,0.0
2025-09-25 08:14:50.881123,0.231030605817,-1.0285,12.0,0.0
2025-09-25 08:14:50.961730,0.237825623636,-0.517,8.0,0.0
2025-09-25 08:14:51.042542,0.237825623636,-0.517,8.0,0.0
2025-09-25 08:14:51.124346,0.237825623636,-0.517,8.0,0.0
2025-09-25 08:14:51.208089,0.326160855272,-0.286,11.0,0.0
2025-09-25 08:14:51.290381,0.326160855272,-0.286,11.0,0.0
2025-09-25 08:14:51.371720,0.414496086908,-0.088,10.0,0.0
2025-09-25 08:14:51.452984,0.414496086908,-0.088,10.0,0.0
2025-09-25 08:14:51.533924,0.468856229453,-0.0715,8.0,0.0
2025-09-25 08:14:51.614651,0.468856229453,-0.0715,8.0,0.0
2025-09-25 08:14:51.695317,0.468856229453,-0.0715,8.0,0.0
2025-09-25 08:14:51.776214,0.548131437331,-0.077,5.0,0.0
2025-09-25 08:14:51.857717,0.548131437331,-0.077,5.0,0.0
2025-09-25 08:14:51.938325,0.693091817452,0.0385,3.0,0.0
2025-09-25 08:14:52.019739,0.693091817452,0.0385,3.0,0.0
2025-09-25 08:14:52.101628,0.693091817452,0.0385,3.0,0.0
2025-09-25 08:14:52.182239,0.84711222133,0.1375,3.0,0.0
2025-09-25 08:14:52.263165,0.84711222133,0.1375,3.0,0.0
2025-09-25 08:14:52.344578,0.985277583633,0.22,2.0,0.0
2025-09-25 08:14:52.426429,0.985277583633,0.22,2.0,0.0
2025-09-25 08:14:52.507286,0.985277583633,0.22,2.0,0.0
2025-09-25 08:14:52.587882,1.13929798751,0.297,2.0,0.0
2025-09-25 08:14:52.668429,1.13929798751,0.297,2.0,0.0
2025-09-25 08:14:52.749285,1.25028327854,0.3905,3.0,0.0
2025-09-25 08:14:52.830628,1.25028327854,0.3905,3.0,0.0
2025-09-25 08:14:52.912966,1.25028327854,0.3905,3.0,0.0
2025-09-25 08:14:52.994927,1.35220854581,0.297,2.0,0.0
2025-09-25 08:14:53.075971,1.35220854581,0.297,2.0,0.0
2025-09-25 08:14:53.157101,1.41789371806,0.0935,2.0,0.0
2025-09-25 08:14:53.238538,1.41789371806,0.0935,2.0,0.0
2025-09-25 08:14:53.319726,1.41789371806,0.0935,2.0,0.0
2025-09-25 08:14:53.401026,1.49716892593,-0.1375,2.0,0.0
2025-09-25 08:14:53.481827,1.49716892593,-0.1375,2.0,0.0
2025-09-25 08:14:53.562770,1.48584389624,-0.0385,2.0,0.0
2025-09-25 08:14:53.643907,1.48584389624,-0.0385,2.0,0.0
2025-09-25 08:14:53.724538,1.4722538606,0.1485,2.0,-0.5
2025-09-25 08:14:53.805285,1.4722538606,0.1485,2.0,-0.5
2025-09-25 08:14:53.886029,1.4722538606,0.1485,2.0,-0.5
2025-09-25 08:14:53.966898,1.43148375369,0.154,3.0,-0.6
2025-09-25 08:14:54.047754,1.43148375369,0.154,3.0,-0.6
2025-09-25 08:14:54.129745,1.43148375369,0.154,3.0,-0.6
2025-09-25 08:14:54.211316,1.41562871212,0.0,4.0,-0.5
2025-09-25 08:14:54.292329,1.41562871212,0.0,4.0,-0.5
2025-09-25 08:14:54.373448,1.38165362303,-0.143,6.0,-0.9
2025-09-25 08:14:54.455234,1.38165362303,-0.143,6.0,-0.9
2025-09-25 08:14:54.536067,1.3227634686,-0.176,5.0,-0.9
2025-09-25 08:14:54.616919,1.3227634686,-0.176,5.0,-0.9
2025-09-25 08:14:54.697719,1.3227634686,-0.176,5.0,-0.9
2025-09-25 08:14:54.778347,1.25254828448,-0.121,9.0,-0.9
2025-09-25 08:14:54.858960,1.25254828448,-0.121,9.0,-0.9
2025-09-25 08:14:54.939731,1.21404318351,-0.1705,10.0,-0.7
2025-09-25 08:14:55.020718,1.21404318351,-0.1705,10.0,-0.7
2025-09-25 08:14:55.102264,1.21404318351,-0.1705,10.0,-0.7
2025-09-25 08:14:55.182946,1.07134780933,-0.2475,9.0,-0.7
2025-09-25 08:14:55.264092,1.07134780933,-0.2475,9.0,-0.7
2025-09-25 08:14:55.345353,0.933182447027,-0.11,9.0,-0.7
2025-09-25 08:14:55.426495,0.933182447027,-0.11,9.0,-0.7
2025-09-25 08:14:55.507129,0.933182447027,-0.11,9.0,-0.7
2025-09-25 08:14:55.587895,0.761041995634,-0.0495,10.0,-0.9
2025-09-25 08:14:55.668511,0.761041995634,-0.0495,10.0,-0.9
2025-09-25 08:14:55.749295,0.550396443271,-0.11,11.0,-0.7
2025-09-25 08:14:55.829842,0.550396443271,-0.11,11.0,-0.7
2025-09-25 08:14:55.910426,0.550396443271,-0.11,11.0,-0.7
2025-09-25 08:14:55.991105,0.44394116412,-0.2475,9.0,-0.9
2025-09-25 08:14:56.072234,0.44394116412,-0.2475,9.0,-0.9
2025-09-25 08:14:56.153361,0.339750890908,-0.319,10.0,-0.8
2025-09-25 08:14:56.234399,0.339750890908,-0.319,10.0,-0.8
2025-09-25 08:14:56.316089,0.339750890908,-0.319,10.0,-0.8
2025-09-25 08:14:56.397769,0.22197058206,-0.396,11.0,-0.6
2025-09-25 08:14:56.479582,0.22197058206,-0.396,11.0,-0.6
2025-09-25 08:14:56.560443,0.0815402138179,-0.451,12.0,-0.7
2025-09-25 08:14:56.641324,0.0815402138179,-0.451,12.0,-0.7
2025-09-25 08:14:56.721990,0.0815402138179,-0.451,12.0,-0.7
2025-09-25 08:14:56.802910,0.0,-0.495,13.0,-0.7
2025-09-25 08:14:56.883497,0.0,-0.495,13.0,-0.7
2025-09-25 08:14:56.964510,0.0,-0.5115,21.0,-0.7
2025-09-25 08:14:57.045194,0.0,-0.5115,21.0,-0.7
2025-09-25 08:14:57.127075,0.0,-0.5115,21.0,-0.7
2025-09-25 08:14:57.208106,0.0,-0.5555,19.0,-0.5
2025-09-25 08:14:57.289523,0.0,-0.5555,19.0,-0.5
2025-09-25 08:14:57.370383,0.00679501781816,-0.55,0.0,-0.4
2025-09-25 08:14:57.451744,0.00679501781816,-0.55,0.0,-0.4
2025-09-25 08:14:57.532623,0.00679501781816,-0.55,0.0,-0.4
2025-09-25 08:14:57.614705,0.0203850534545,-0.539,0.0,-0.4
2025-09-25 08:14:57.695784,0.0203850534545,-0.539,0.0,-0.4
2025-09-25 08:14:57.776446,0.0203850534545,-0.5445,0.0,-0.5
2025-09-25 08:14:57.857417,0.0203850534545,-0.5445,0.0,-0.5
2025-09-25 08:14:57.937961,0.00679501781816,-0.539,0.0,-0.5
2025-09-25 08:14:58.018854,0.00679501781816,-0.539,0.0,-0.5
2025-09-25 08:14:58.100172,0.00679501781816,-0.539,0.0,-0.5
2025-09-25 08:14:58.180726,0.00226500593939,-0.55,0.0,-0.6
2025-09-25 08:14:58.261581,0.00226500593939,-0.55,0.0,-0.6
2025-09-25 08:14:58.342503,0.0203850534545,-0.5555,0.0,-0.6
2025-09-25 08:14:58.423190,0.0203850534545,-0.5555,0.0,-0.6
2025-09-25 08:14:58.504923,0.0203850534545,-0.5555,0.0,-0.6
2025-09-25 08:14:58.585803,0.0203850534545,-0.5555,0.0,-0.5
2025-09-25 08:14:58.666379,0.0203850534545,-0.5555,0.0,-0.5
2025-09-25 08:14:58.746911,0.00679501781816,-0.5445,0.0,-0.6
2025-09-25 08:14:58.827655,0.00679501781816,-0.5445,0.0,-0.6
2025-09-25 08:14:58.908256,0.00679501781816,-0.5445,0.0,-0.6
2025-09-25 08:14:58.988833,0.0,-0.528,0.0,-0.6
2025-09-25 08:14:59.069350,0.0,-0.528,0.0,-0.6
2025-09-25 08:14:59.150056,-0.00453001187877,-0.5115,0.0,-0.6
2025-09-25 08:14:59.230670,-0.00453001187877,-0.5115,0.0,-0.6
2025-09-25 08:14:59.311208,-0.00453001187877,-0.5115,0.0,-0.6
2025-09-25 08:14:59.391811,-0.00679501781816,-0.506,0.0,-0.6
2025-09-25 08:14:59.472775,-0.00679501781816,-0.506,0.0,-0.6
2025-09-25 08:14:59.554752,-0.00679501781816,-0.495,0.0,-0.6
2025-09-25 08:14:59.637350,-0.00679501781816,-0.495,0.0,-0.6
2025-09-25 08:14:59.718672,-0.00679501781816,-0.495,0.0,-0.6
2025-09-25 08:14:59.799824,0.0,-0.4895,22.0,-0.5
2025-09-25 08:14:59.882084,0.0,-0.4895,22.0,-0.5
2025-09-25 08:14:59.962930,0.0,-0.484,33.0,-0.5
2025-09-25 08:15:00.043825,0.0,-0.484,33.0,-0.5
2025-09-25 08:15:00.124449,0.0,-0.484,33.0,-0.5
2025-09-25 08:15:00.204975,0.0,-0.4895,40.0,-0.5
2025-09-25 08:15:00.285830,0.0,-0.4895,40.0,-0.5
2025-09-25 08:15:00.366451,0.0,-0.4895,38.0,-0.6
2025-09-25 08:15:00.449266,0.0,-0.4895,38.0,-0.6
2025-09-25 08:15:00.529847,0.0,-0.4895,38.0,-0.6
2025-09-25 08:15:00.610368,0.0,-0.4895,38.0,-0.6
2025-09-25 08:15:00.690904,0.0,-0.4895,38.0,-0.6
2025-09-25 08:15:00.771623,0.0,-0.506,38.0,-0.5
2025-09-25 08:15:00.854680,0.0,-0.506,38.0,-0.5
2025-09-25 08:15:00.935281,0.0,-0.506,38.0,-0.5
2025-09-25 08:15:01.016599,0.0,-0.5005,37.0,-0.6
2025-09-25 08:15:01.099401,0.0,-0.5005,37.0,-0.6
2025-09-25 08:15:01.180117,0.0,-0.495,37.0,-0.5
2025-09-25 08:15:01.260882,0.0,-0.495,37.0,-0.5
2025-09-25 08:15:01.342050,0.0,-0.495,37.0,-0.5
2025-09-25 08:15:01.424140,0.0,-0.495,37.0,-0.5
2025-09-25 08:15:01.504865,0.0,-0.495,37.0,-0.5
2025-09-25 08:15:01.585604,0.0,-0.495,37.0,-0.5
2025-09-25 08:15:01.666438,0.0,-0.495,37.0,-0.5
2025-09-25 08:15:01.746981,0.0,-0.4785,37.0,-0.6
2025-09-25 08:15:01.827870,0.0,-0.4785,37.0,-0.6
2025-09-25 08:15:01.909115,0.0,-0.4785,37.0,-0.6
2025-09-25 08:15:01.990163,0.0,-0.473,37.0,-0.5
